sentence,kmeans_cluster,x,y
oki shop,4,8.723564,5.205055000000001
mẫu mẫu joovy shop,4,9.945928,27.021151
oki shop,4,8.726776,5.2036370000000005
mẫu nè shop,4,9.783072,26.404083
sữa,4,34.560879,3.067159
tủ,4,6.556495,16.228579999999997
ship xe nha,4,20.522909,-5.976872
ship giúp xe đạp,4,20.501542999999998,-5.955676
chỉ 2 màu hả shop ui,4,4.744448,10.854902000000001
chất,4,1.1439139999999999,-1.138819
shop balo,4,15.504698000000001,19.210693
đi tặng sinh nhật,4,14.6179,15.306792000000002
bô shop,4,13.217507000000001,21.794462
shop bình đun nhiệt độ,4,9.575688000000001,-0.033852
ship hộ ghế gội đầu,4,18.869076,-9.745131
giá đàn piano winfun,4,7.368082000000001,17.132153
hai,4,4.75359,-4.733757
tháo giặt,4,14.198529999999998,9.419181
ah shop,4,15.039624,0.644223
chỉ bắt vít,4,3.677577,7.721132000000001
máy xay hấp babymoov 5 in 1 máy beaba giá,4,17.404131,11.650088
ship shop,4,26.227192,-14.938531
shop ship,4,26.228009999999998,-14.939207000000001
ô thap ship bao nhiêu,4,32.366248999999996,-6.695305
shop ship kg kg vay,4,14.576842999999998,-13.036162
mua bình 3690 s í,4,9.072797,-0.138218
nôi đa năng,4,7.009091000000001,-1.3750229999999999
tầm 5h chiều xe chạy,4,16.077602,-5.655485
lắp nè bao shop,4,6.746617,23.165083
giá néh,4,17.022505,27.568303999999998
thể ship 3h chiều hả,4,15.266817000000001,-9.812636
tiền nhe,4,26.336940999999996,-6.205255999999999
thảm silicon nha shop,4,9.068886000000001,24.438995000000002
hi shop,4,18.478903,22.463913
full nha,4,1.117392,4.056334
nhầm xe - beko,4,5.046673,-3.199123
khuyến mại,4,7.4210020000000005,0.7537699999999999
đg kiếm xe máy bay đi du lịch,4,15.083472,15.102708999999999
dòn máy pha sữa,4,25.871788000000002,5.542791
đấy,4,9.352221,11.558471
shop chút,4,13.316516,21.959
shop ui,4,16.991804000000002,20.754614
máy giá bao nhiêu shop,4,34.765404,12.20894
hi shop,4,18.387035,22.471745000000002
shop máy,4,26.126406,16.972832
máy hàng,4,23.445745000000002,9.459729
hôm máy pha sữa,4,26.590355,6.747000999999999
shop máy pha sữa,4,28.020212,7.3896880000000005
free ship shop,4,15.775594,-14.230469
hôm giao máy fatz quà tặng,4,20.541256,11.058695
lều shop,4,12.611016000000001,1.996419
cọc 50 gởi hàng bao nhiêu hàng toán,4,12.595419999999999,-13.142654
ship máy,4,22.389336,8.708554
2 máy shop,4,25.185989000000003,15.357529000000001
khuyến mại,4,7.421042999999999,0.753783
shop máy xay nutribaby 5n1,4,14.797645000000001,10.299646000000001
hãng,4,2.5728169999999997,1.501773
giá shop rẻ ưng,4,6.657307,22.146729999999998
bao hàng tiếp,4,25.084009,-2.538664
ship cũi,4,19.879057,-8.019497
roi nha shop,4,0.375631,3.738718
báo giá ship giúp,4,22.227316000000002,-12.563251
ship 1,4,19.819366,-3.011349
t7 shop,4,12.467616,2.065831
đ chỉ map,4,2.401482,7.149344999999999
shop mắc,4,15.074782999999998,19.117651000000002
ship ghế,4,21.054819000000002,-6.994053
ship ghế shop,4,19.371719,-6.01656
tầm mấy,4,16.87793,-6.124783
ok mấy ship,4,16.567316,-12.232588
shop ship,4,26.227690000000003,-14.939857
phí ship yên viên gia lâm bao nhiêu,4,32.297527,-14.325397
máy hút mũi,4,26.19206,6.163566
s máy hút mũi lực đau bé,4,17.12595,11.755573
ship tây tựu bao nhiêu,4,33.391388,-8.5779
vận vinh thuận giá,4,11.922203999999999,-7.858237
chỉ thảm cũi,4,5.801669,10.100123
tận máy đi hic,4,19.502663000000002,10.973316
máy 2 màu,4,22.707957999999998,17.832695
máy bao nhiêu,4,36.039169,10.480888
miễn phí ship shop,4,16.686419,-16.415951
mẫu lego chỉ 1 ghế,4,4.818876,10.758756
chỉ nồi fatz,4,4.0748,8.649451
tối ship ghế gội đầu,4,18.861486,-9.732379
ship đồ,4,21.399319000000002,-10.043041
chiều ship 1,4,19.814732,-3.305486
ship hàng mai bao nhiêu,4,27.487188,-10.030139
ok chừng minh rôi nhan lai shop,4,9.979526,-7.704018
ship sài gòn them phi bao nhiêu nua vay shop ship bao,4,31.046072,-7.372266000000001
sẵn shop,4,9.723269,24.569174
bao nhiêu sài sửa bình áh,4,32.674438,-4.070086
máy hiệu bánh giá áh,4,16.607998000000002,11.838382000000001
dám 4 triệu mua máy,4,18.113575,11.875291
shop video,4,14.584632999999998,19.873072
ship báo,4,22.863607000000002,-13.255562
máy chế độ stỏge chế độ auto bấm hả,4,13.235636999999999,9.314688
máy tiệt trùng,4,34.623512,4.663239
hôm mấy shop ship,4,19.450170999999997,-13.126381
khoản 1 300k toán tiền mặt,4,24.708595000000003,-6.7106770000000004
